Report ID,Years Covered,Country Name,Lookup,Region,Country Webpage,Sector,Total Production Value (US$),Revenue Streams Covered,Includes In-kind Payments,Added to Payments by Author,Payments Received by Government from Covered Companies (US$),Payments Made by Covered Companies (US$),Proportion of Total Revenue/Production Covered (as indicated in EITI Report),Total Government Extractives Revenue (US$),Source for Total Government Extractives Revenues,Government's share,Currency,"Exchange Rate Utilized, US$1:LC",Disaggregation,In-kind Payment Volumes,In-kind Payment Value (US$),Nature of Subsidy,Amount of Subsidy (US$),Number of Companies Requested to Report,Companies Requested to Report,Number of Reporting Companies,Publication Date,Updated Date,Name of the Reconciler,EITI Report,Page of the Report,Comments
Azerbaijan2005,2005,Azerbaijan,2005_Azerbaijan,Europe and Central Asia,http://www.eiti.az,"Oil, Gas",10226484962.86375,"Host government's production entitlement, State-owned company production entitlement, Profits/Taxes, Bonuses, Other significant benefits to government",Also covers payments made in-kind (though these are only reported for Government),Yes,1468619689.6725025,157145502.64550266,,,,0.1436094312958576,United States Dollar and Azerbaijani Manat,0.945,Disaggregated by revenue stream,"14,300,000 bbl of oil; 1,919,709,000 cubic metres of gas",1307774187.027,,,22.0,"BP Exploration (Caspian Sea) Limited, State Oil Company of the Republic of Azerbaijan, Total E&P Azerbaijan B.V., ITOCHU Oil Exploration (Azerbaijan) Inc., Statoil, Turkish Petroleum A.O., Commonwealth Oil and Gas, Exxon Azerbaijan Limited, ConocoPhillips, Amerada Hess (ACG) Limited, Devon Energy Caspian Corporation, Lukoil Overseas, Shengli Oil, Salyan Oil Limited, Karasu Operating Company, Shell Azerbaijan Exploration and Production, Middle East Petroleum, Anshad Petrol JV, Shirvan Oil JV, Azgerneft JV, Inpex, Chevron Overseas Petroleum Azerbaijan Limited",22.0,June 2006,41887.0,Moore Stephens,http://eiti.org/files/Azerbaijan-2005-EITI-Report.pdf,2-4,"The report uses US dollars for payments by foreign companies, and the local currency, the Old Azerbaijani Manat (AZM), for payments by local companies. An exchange rate is not provided to convert the latter as the local currency has since changed to the New Old Azerbijani Manat (AZN) at the rate 5000AZM=1AZN. This is used to convert the local currency payments to AZN and then the exchange rate provided in the report for US$:AZN is used. Materiality threshold: Not given. The report doesn't distinguish between oil and gas producers. The report gives the volumes but not values for the payments in kind. The values are calculated using the relevant commodity prices from the BPSR 2014 (detailed below). Resolved discerpancies (mainly caused by accrual v cash reporting) are not included in the final figures, but these have been added retrospectively. Unilateral declarations are included in the figures. Three companies were not asked to report, but are reported on by government."
Azerbaijan2006,2006,Azerbaijan,2006_Azerbaijan,Europe and Central Asia,http://www.eiti.az,"Oil, Gas",16795972539.984999,"Host government's production entitlement, State-owned company production entitlement, Profits/Taxes, Royalties, Bonuses, Other significant benefits to government",Also covers payments made in-kind (though these are only reported for Government),Yes,3510790699.9586,1687436394.0,,,,0.20902574659494744,United States Dollar and Azerbaijani Manat,0.893,Disaggregated by revenue stream,"19,000,000 bbl of oil; 2,395,468,900 thousand cubic metres of gas",1816979853.4586,,,25.0,"BP Exploration (Caspian Sea) Limited, State Oil Company of the Republic of Azerbaijan, Total E&ampP Azerbaijan B..,V ITOCHU Oil Exploration (Azerbaijan) Inc., Statoil, Turkish Petroleum A.O., Commonwealth Oil and Gas, Exxon Azerbaijan Limited, ConocoPhillips, Amerada Hess (ACG) Limited, Devon Energy Caspian Corporation, Lukoil Overseas, Shengli Oil, Salyan Oil Limited, Karasu Operating Company, Shell Azerbaijan Exploration and Production, Middle East Petroleum, Anshad Petrol JV, Shirvan Oil JV, Azgerneft JV, Inpex, Chevron Overseas Petroleum Azerbaijan Limited, Binegedi Oil Operating Company, Royal Association of Finance Investors, Naftiran Intergrade Co Ltd, The Baku-Tbilisi-Ceyhan Pipeline Company, Azerbaijan International Operating Company",25.0,July 2007,41887.0,Moore Stephens,http://eiti.org/files/Azerbaijan-2006-EITI-Report.pdf,5-10,"The report uses US dollars for payments by foreign companies, and the local currency, the Azerbaijani Manat, for payments by local companies. An exchange rate is not provided to convert the latter. Materiality threshold: Not given. The report doesn't distinguish between oil and gas producers. The report gives the volumes but not values for the payments in kind. The values are calculated using the relevant commodity prices from the BPSR 2014 (detailed below). Resolved discerpancies (mainly caused by accrual v cash reporting) are not included in the final figures, but these have been added retrospectively. Unilateral declarations are included in the figures. Two companies were not asked to report, but are reported on by government."
Azerbaijan2007,2007,Azerbaijan,2007_Azerbaijan,Europe and Central Asia,http://www.eiti.az,"Oil, Gas",24669210601.399,"Host government's production entitlement, State-owned company production entitlement, Profits/Taxes, Royalties, Bonuses, Other significant benefits to government",Also covers payments made in-kind (though these are only reported for Government),Yes,5563486877.5584,2818365735.0,,,,0.22552350650583416,United States Dollar and Azerbaijani Manat,0.858,Disaggregated by revenue stream,"30,300,000 bbl of oil; 2,423,507,200 cubic metres of gas",2727736601.1259003,,,25.0,"BP Exploration (Caspian Sea) Limited, State Oil Company of the Republic of Azerbaijan, Total E&P Azerbaijan B.V., ITOCHU Oil Exploration (Azerbaijan) Inc., Statoil, Turkish Petroleum A.O., Commonwealth Oil and Gas, Exxon Azerbaijan Limited, Amerada Hess (ACG) Limited, Devon Energy Caspian Corporation, Lukoil Overseas, Shengli Oil, Salyan Oil Limited, Karasu Operating Company, Shell Azerbaijan Exploration and Production, Middle East Petroleum, Anshad Petrol JV, Shirvan Oil JV, Azgerneft JV, Inpex, Chevron Overseas Petroleum Azerbaijan Limited, Binagadi Oil Operating Company Rafi Oil F.Z.E., Naftiran Intertrade Co. (NICO) Limited, Absheron Investments Ltd",25.0,May 2008,41888.0,Moore Stephens,http://eiti.org/files/Azerbaijan-2007-EITI-Report.pdf,4-9,"The report uses US dollars for payments by foreign companies, and the local currency, the Azerbaijani Manat, for payments by local companies. An exchange rate is not provided to convert the latter. Materiality threshold: Not given. The report doesn't distinguish between oil and gas producers. The report gives the volumes but not values for the payments in kind. The values are calculated using the relevant commodity prices from the BPSR 2014 (detailed below). Resolved discerpancies (mainly caused by accrual v cash reporting and mistaken omissions by companies) are not included in the final figures, but these have been added retrospectively. Unilateral declarations are not included in the figures."
Azerbaijan2008,2008,Azerbaijan,2008_Azerbaijan,Europe and Central Asia,http://www.eiti.az,"Oil, Gas",36968547850.0,"Host government's production entitlement, State-owned company production entitlement, Profits/Taxes, Royalties, Bonuses, Other significant benefits to government",Also covers payments made in-kind (though these are only reported for Government),Yes,19134087707.225998,3822950670.0,,,,0.5175774765312021,United States Dollar and Azerbaijani Manat,0.821,Disaggregated by revenue stream,"150,200,000 bbl of oil; 2,139,058,000 cubic metres of gas",15463469853.226,,,26.0,"BP Exploration (Caspian Sea) Limited, State Oil Company of the Republic of Azerbaijan, Total E&P Azerbaijan B.V., ITOCHU Oil Exploration (Azerbaijan) Inc., Statoil, Turkish Petroleum A.O., Commonwealth Oil and Gas, Exxon Azerbaijan Limited, ConocoPhilips, Amerada Hess (ACG) Limited, Devon Energy Caspian Corporation, Lukoil Overseas, Chevron, Petro-Hongkong-Piesaat Oil Ltd, Salyan Oil, Karasu Operating Company, Shell Azerbaijan Exploration and Production, Middle East Petroleum, Anshad Petrol JV, Shirvan Oil JV, Azgerneft JV, Inpex, Binagadi Oil Operating Company, Rafi Oil F.Z.E., Naftiran Intertrade Co. (NICO) Limited, Absheron Investments Ltd",26.0,May 2009,41888.0,Moore Stephens,http://eiti.org/files/Azerbaijan-2008-EITI-Report.pdf,2-7,"The report uses US dollars for payments by foreign companies, and the local currency, the Azerbaijani Manat, for payments by local companies. An exchange rate is not provided to convert the latter. Materiality threshold: Not given. The report doesn't distinguish between oil and gas producers. The report gives the volumes but not values for the payments in kind. The values are calculated using the relevant commodity prices from the BPSR 2014 (detailed below). Resolved discerpancies (mainly caused by accrual v cash reporting and mistaken omissions by companies) are not included in the final figures, but these have been added retrospectively. Unilateral declarations are included in the figures."
Azerbaijan2009,2009,Azerbaijan,2009_Azerbaijan,Europe and Cenmtral Asia,http://www.eiti.az,"Oil, Gas, Mining",25121419965.22678,"Host government's production entitlement, State-owned company production entitlement, Profits/Taxes, Royalties, Dividends, Bonuses, Other significant benefits to government",Also covers payments made in-kind (though these are only reported for Government),Yes,14160319906.428267,1706355915.317559,,,,0.5636751396230415,United States Dollar and Azerbaijani Manat,0.803,Disaggregated by revenue stream,"192,600,000 bbl of oil; 3,938,027,100 cubic metres of gas; 1,400 ounces of gold; 500 ounces of silver",12525823317.62826,,,30.0,"BP Exploration (Caspian Sea) Limited, State Oil Company of the Republic of Azerbaijan, Total E&P Azerbaijan B.V., ITOCHU Oil Exploration (Azerbaijan) Inc., Statoil, Turkish Petroleum A.O., Commonwealth Oil and Gas, Exxon Azerbaijan Limited, ConocoPhilips, Hess (ACG) Limited, Devon Energy Caspian Corporation, Lukoil Overseas, Chevron Khazar, Shell Azerbaijan Exploration and Production, GDF Suez Exploration Caspian B.V., Middle East Petroleum, Arshad Petrol J.V., Shirvan Oil J.V., Azgemeft J.V., Binagadi Oil Operating Company, Rafi Oil F.Z.E., Naftiran Intertrade Co. (NICO) Limited, Absheron Investments Ltd, Shirvan Operating Company Limited, Netchala Operating Company Limited, Azerbaijan International Mining Company Azerbaijan (AIMC), Azerbaijan International Operating Company",30.0,April 2010,41888.0,Moore Stephens,http://eiti.org/files/Azarbaijan%202009%20EITI%20Report.pdf,5-13,"The report uses US dollars for payments by foreign companies, and the local currency, the Azerbaijani Manat, for payments by local companies. An exchange rate is not provided to convert the latter. Materiality threshold: Not given. The report doesn't distinguish between oil, gas and mining companies. The report gives the volumes but not values for the payments in kind. The values are calculated using the relevant commodity prices from the BPSR 2014 and World Bank (detailed below). Resolved discerpancies (mainly caused by accrual v cash reporting and mistaken omissions by companies) are not included in the final figures, but these have been added retrospectively. Unilateral declarations are included in the figures."
Azerbaijan2010,2010,Azerbaijan,2010_Azerbaijan,Europe and Central Asia,http://www.eiti.az,"Oil, Gas, Mining",32393445472.50486,"Host government's production entitlement, State-owned company production entitlement, Profits/Taxes, Royalties, Dividends, Bonuses, Other significant benefits to government",Also covers payments made in-kind (though these are only reported for Government),Yes,19732689646.4149,1985246699.8754668,,,,0.6091568636366191,United States Dollar and Azerbaijani Manat,0.803,Disaggregated by revenue stream,"215,400,000 bbl of oil; 3,484,870,400 cubic metres of gas; 8,400 ounces of gold; 5,400 ounces of silver",17742682049.192646,,,31.0,"BP Exploration (Caspian Sea) Limited, State Oil Company of the Republic of Azerbaijan, Total E&P Azerbaijan B.V., ITOCHU Oil Exploration (Azerbaijan) Inc., Statoil, Turkish Petroleum A.O., Commonwealth Oil and Gas, Exxon Azerbaijan Limited, ConocoPhilips, Hess (ACG) Limited, Devon Energy Caspian Corporation, Lukoil Overseas, Chevron Khazar, Petro-HongKong-Pirsaat Oil Limited, Salyan Oil Limited, Karasu Operating Company, Shell Azerbaijan Exploration and Production, GDF Suez Exploration Caspian B.V., Middle East Petroleum, Arshad Petrol J.V., Shirvan Oil J.V., Azgemeft J.V., Inpex, Binagadi Oil Operating Company, Rafi Oil F.Z.E., Naftiran Intertrade Co. (NICO) Limited, Apsheron Investments Ltd, Shirvan Operating Company Limited, Netchala Operating Company Limited, Azerbaijan International Mining Company Azerbaijan (AIMC), Bahar Energy",31.0,May 2011,41890.0,Moore Stephens,http://eiti.org/files/Azerbaijan-2010-EITI-Report_1.pdf,5-12,"The report uses US dollars for payments by foreign companies, and the local currency, the Azerbaijani Manat, for payments by local companies. An exchange rate is not provided to convert the latter. Materiality threshold: Not given. The report doesn't distinguish between oil, gas and mining companies. The report gives the volumes but not values for the payments in kind. The values are calculated using the relevant commodity prices from the BPSR 2014 and World Bank (detailed below). Resolved discerpancies (mainly caused by accrual v cash reporting and mistaken omissions by companies) are not included in the final figures, but these have been added retrospectively. Unilateral declarations are included in the figures."
Azerbaijan2011,2011,Azerbaijan,2011_Azerbaijan,Europe and Central Asia,http://www.eiti.az,"Oil, Gas, Mining",40062322533.94305,"Host government's production entitlement, State-owned company production entitlement, Profits/Taxes, Royalties, Bonuses, Licenses and concessions, Other significant benefits to government",Also covers payments made in-kind,No,23901723060.05368,23895423060.05368,99.99% of revenue,23904113471.40082,Inferred from EITI Report,0.596673182168805,United States Dollar and Azerbaijani Manat,0.79,Disaggregated by revenue stream,"181,100,000 bbl of oil; 3,413,226,300 cubic metres of gas; 7,000 ounces of gold; 5,000 ounces of silver",20860320528.05368,,,31.0,"BP Exploration (Caspian Sea) Limited, State Oil Company of the Republic of Azerbaijan, Total E&P Azerbaijan B.V., ITOCHU Oil Exploration (Azerbaijan) Inc., Statoil, Turkish Petroleum A.O., Commonwealth Oil and Gas, Exxon Azerbaijan Limited, ConocoPhilips, Hess (ACG) Limited, Devon Energy Caspian Corporation, Lukoil Overseas, Chevron Khazar, Petro-HongKong-Pirsaat Oil Limited, Salyan Oil Limited, Karasu Operating Company, Shell Azerbaijan Exploration and Production, GDF Suez Exploration Caspian B.V., Middle East Petroleum, Arshad Petrol J.V., Shirvan Oil J.V., Azgemeft J.V., Inpex, Binagadi Oil Operating Company, Rafi Oil F.Z.E., Naftiran Intertrade Co. (NICO) Limited, Apsheron Investments Ltd, Shirvan Operating Company Limited, Neftchala Operating Company Limited, Azerbaijan International Mining Company Azerbaijan (AIMC), Bahar Energy",31.0,June 2012,41890.0,Moore Stephens,http://eiti.org/files/Azerbaijan-2011-EITI-Report.pdf,40-41,"The report uses US dollars for payments by foreign companies, and the local currency, the Azerbaijani Manat, for payments by local companies. Materiality threshold: All companies that made a payment for one or more of the covered revenue streams should be reconciled. The covered revenue streams make up 99.99% of total government revenues from the extractive industries. The report doesn't distinguish between oil, gas and mining companies. Values for payments in kind are not given in the report, but the International Secretariat calculate these for oil and gas separately (though the sum of these appear incorrect) (http://eiti.org/news-events/azerbaijan-kind-payments-larger-cash). These were based on the following assumptions: associated and natural gas is equivalent to 22,185,917 bbl of oil (1,000,000 cubic meters equals 6,500 bbl of oil equivalent); a referential oil price of $111.20; and gas prices are 25% of the oil price. "
Azerbaijan2012,2012,Azerbaijan,2012_Azerbaijan,Europe and Central Asia,http://www.eiti.az,"Oil, Gas, Mining",38643272028.813194,"Host government's production entitlement, State-owned company production entitlement, Profits/Taxes, Royalties, Bonuses, Other significant benefits to government",Also covers payments made in-kind,No,21826952015.59706,21820452015.59706,≈100% of revenue,21826952015.59706,Inferred from EITI Report,0.5648318806782834,United States Dollar and Azerbaijani Manat,0.79,Disaggregated by revenue stream,"160,800,000 bbl of oil; 3,519,627,000 cubic metres of gas; 6,100 ounces of golds; 6,400 ounces of silver",18694605180.19706,,,26.0,"BP Exploration (Caspian Sea) Limited, State Oil Company of the Republic of Azerbaijan, Total E&P Azerbaijan B.V., ITOCHU Oil Exploration (Azerbaijan) Inc., Statoil, Turkish Petroleum A.O., Commonwealth Gobustan, Exxon Azerbaijan Limited, Hess (ACG) Limited, Lukoil Overseas, Chevron Khazar, Petro-HongKong-Pirsaat Oil Limited, Salyan Oil Limited, Karasu Operating Company, GDF Suez Exploration Caspian B.V., Azgemeft J.V., Inpex, Binagadi Oil Operating Company, Rafi Oil F.Z.E., Naftiran Intertrade Co. (NICO) Limited, Apsheron Investments Ltd, Shirvan Operating Company Limited, Neftchala Operating Company Limited, Azerbaijan International Mining Company Azerbaijan (AIMC), Bahar Energy, Uge-Lancer PTE. Ltd",26.0,June 2013,41890.0,Moore Stephens,http://eiti.org/files/Azerbaijan-2012-EITI-Report.pdf,21,"The report uses US dollars for payments by foreign companies, and the local currency, the Azerbaijani Manat, for payments by local companies. Materiality threshold: All companies that made a payment for one or more of the covered revenue streams should be reconciled. The covered revenue streams make up 99.99% of total government revenues from the extractive industries. The report doesn't distinguish between oil, gas and mining companies. Values for payments in kind are not given in the report, but the International Secretariat calculate these for oil and gas separately. These were based on the following assumptions: associated and natural gas is equivalent to 22,877,576 bbl of oil (1,000,000 cubic meters equals 6,500 bbl of oil equivalent); a referential oil price of $112.21; and gas prices are 25% of the oil price. "
BurkinaFaso2008,2008,Burkina Faso,2008_Burkina Faso,Africa,http://www.itie-bf.gov.bf/spip.php,Mining,25665200.0,"Profits/Taxes, Royalties, Other significant benefits to government",Does not include payments made in-kind,,3819907.477912378,3534509.260861645,,,,0.14883606899273638,,439.16,"Disaggregated by revenue stream, Disaggregated by company",,,,,,SOMITA,1.0,April 2011,41922.0,KPMG,http://eiti.org/files/Burkina-Faso-2008-2009-EITI-Report_0.pdf,,"Only production of gold was included in the EITI report, and only one company, SOMITA, reported."
BurkinaFaso2009,2009,Burkina Faso,2009_Burkina Faso,Africa,http://www.itie-bf.gov.bf/spip.php,Mining,349197844.32,"Profits/Taxes, Royalties, Other significant benefits to government",Does not include payments made in-kind,,23106501.168264665,27534866.675304484,,,,0.06617022855126847,,463.08,"Disaggregated by revenue stream, Disaggregated by company",,,,,,"SOMITA, BMC, Kalsaka, SEMAFO",4.0,April 2011,41922.0,KPMG,http://eiti.org/files/Burkina-Faso-2008-2009-EITI-Report.pdf,,
BurkinaFaso2010,2010,Burkina Faso,2010_Burkina Faso,Africa,http://www.itie-bf.gov.bf/spip.php,Mining,830328589.9785,"Profits/Taxes, Royalties, Dividends, Other significant benefits to government",Does not include payments made in-kind,,47170416.0,46949862.0,,,,0.05680933617042068,West African CFA Franc,486.41,"Disaggregated by revenue stream, Disaggregated by company",,,,,9.0,"Burkina Mining Company (BMC), Kalsaka Mining SA, Société des Mines de Taparko (SOMITA), Société d’Exploitation Minière d’Afrique de l’Ouest (SEMAFO), Essakane SA, Société des Mines de Belahouro (SMB), Burkina Manganèse SA, Nantou Mining, Stremco",9.0,July 2012,41940.0,Moore Stephens LLP,http://eiti.org/files/Burkina-Faso-2010-EITI-Report.pdf,19.0,"Each company appears to produce just one mineral, allowing revenues to be disaggregated by commodity."
BurkinaFaso2011,2011,Burkina Faso,2011_Burkina Faso,Africa,http://www.itie-bf.gov.bf/spip.php,Mining,1574992826.7458298,"Profits/Taxes, Royalties, Dividends, Other significant benefits to government",Also covers payments made in-kind (though these are only reported by companies),Yes,236414921.8933501,238824617.91727158,,,,0.1501053959603223,West African CFA Franc,461.51,"Disaggregated by revenue stream, Disaggregated by company","Not given (in-kind social payments made in the form of infrastructure projects, etc)",1399519.2780221447,,,18.0,"IAM Gold Essakane SA, Semafo Burkina Faso, Société des Mines de Taparko (SOMITA), Société des Mines de Belahouro (SMB), Kalsaka Mining, Burkina Mining Company (BMC), Société Ampella Mining Gold, BISSA Gold, Nantou Mining SA, Orezone Inc. SARL, AMPELLA Mining, Gryphon Minerals Burkina Faso, Goldbelt Resources, Mana Minerals, High River Gold Mines (WA), Kiaka Gold, GEP Mines, Jilbey Burkina SARL ",18.0,December 2013,41941.0, Moore Stephens LLP,http://eiti.org/files/Burkina-Faso-2011-EITI-Report_FR.pdf,"36, 50, 51","Each company appears to produce just one mineral, allowing total revenues to be disaggregated by commodity. Payment/revenue totals from eiti.org do not include social payments (made in both cash and kind, with cash values for the latter reported unilaterally by company (p.50)) or subnational transfers (made in cash to local governments, reported unilaterally by the Government (p.51)). The value of social payments has been added to Total Payments by Companies; subnational transfers has been added to Total Received by Government."
BurkinaFaso2012,2012,Burkina Faso,2012_Burkina Faso,Africa,http://www.itie-bf.gov.bf/spip.php,Mining,1591231109.14,,,,366304044.27,371460985.86,0.98,379240089.46,,0.2302016609441311,West African CFA Franc,503.0,"Disaggregated by revenue stream, Disaggregated by company",,,,,26.0,"IAM Gold Essakane SA, Orezone Inc. SARL., Semafo Burkina Faso, AMPELLA Mining, Société des Mines de Belahouro (SMB), Gryphon Minerals Burkina Faso, Société des Mines de Taparko (SOMITA), Goldbelt Resources Kalsaka Mining, Mana Minerals, Burkina Mining Company (BMC), High River Gold Mines (WA), Société ampella Mining Gold, Kiaka Gold, BISSA Gold, Jilbey Burkina SARL, Nantou Mining SA, Riverstone Resources, Riverstone Resources, Roxgold Burkina Faso, Stremco SA, Pinsapo Gold, Essakane Exploration SARL, Pan African Burkina Ltd (PAB), GEP Mines, SAV’OR",26.0,December 2014,,Moore Stephens,https://eiti.org/files/2012%20Burkina%20Faso%20EITI%20Report%20Final.pdf,,"Gold production volume given in kg in the EITI report, converted here in toz. The production value is given directly in the report. Exchange rate calculated for each transaction, at the value of the day when the transaction occurred "
Cameroon2001,2001,Cameroon,2001_Cameroon,Africa,http://www.eiticameroon.org/index.php/home,"Oil, Gas",1128787165.5095637,"Host government's production entitlement, State-owned company production entitlement, Profits/Taxes, Royalties, Dividends, Bonuses, Other significant benefits to government",Also covers payments made in-kind (though these are only reported for Government),Yes,731900794.8508164,143175130.0,,,,0.6483957447553166,United States Dollar,,Disaggregated by revenue stream,"24,965,343 bbl of oil",583993394.8508164,,,5.0,"Total Exploration & Production (E&P) Cameroon, Pecten Cameroon, Perenco Cameroon, ExxonMobil Cameroon, NHC Functioning",4.0,October 2006,41890.0,Hart Group/Mazars Cameroon,http://eiti.org/files/Cameroon%202001-2002-2003-2004%20EITI%20Report_0.pdf,23.0,"The report covers the fiscal period of 1 July 2001 – 30 June 2002. Materiality threshold: All oil companies involved in production and exploration should be reconciled. Unilateral declarations do not appear to be included in the figures. The actual volumes allocated to NHC Functioning, a SOC, as payment in-kind are not provided by the report, but it notes that NHC Functioning received around 65% of production. The value of this payment in kind is not given in the report, but has been calculated using the official sales price given in the report, which is determined by a commission comprising of the NHC and the oil companies. This was $23.39 over the fiscal year."
Cameroon2002,2002,Cameroon,2002_Cameroon,Africa,http://www.eiticameroon.org/index.php/home,"Oil, Gas",606431056.068252,"Host government's production entitlement, State-owned company production entitlement, Profits/Taxes, Royalties, Dividends, Bonuses, Other significant benefits to government",Also covers payments made in-kind (though these are only reported for Government),Yes,338323283.5616438,49056250.0,,,,0.5578924103180601,United States Dollar,,Disaggregated by revenue stream,"24,310,000 bbl of oil",290931423.5616438,,,5.0,"Total Exploration & Production (E&P) Cameroon, Pecten Cameroon, Perenco Cameroon, ExxonMobil Cameroon, NHC Functioning",4.0,October 2006,41890.0,Hart Group/Mazars Cameroon,http://eiti.org/files/Cameroon%202001-2002-2003-2004%20EITI%20Report.pdf,23.0,"The report covers the fiscal period of 1 July 2002 – 31 December 2002. Materiality threshold: All oil companies involved in production and exploration should be reconciled. Unilateral declarations do not appear to be included in the figures. The production volume has been adjusted to account for the fiscal year. The actual volumes allocated to NHC Functioning, a SOC, as payment in-kind are not provided by the report, but it notes that NHC Functioning received around 65% of production. The value of this payment in kind is not given in the report, but has been calculated using the official sales price given in the report, which is determined by a commission comprising of the NHC and the oil companies. This was $23.74 in 2002."
